楼盘名称,项目别名,jd,wd
大坪村小区,,,
大坪石油路老小区,大坪石油路老小区,,
大坪正街116号,大坪正街116号,,
大坪正街118号,嘉华鑫城,,
大坪正街140号,渝州新都;华宇渝州新都；渝洲新都;华宇渝州新都二期;渝州新都二期,,
大坪正街14号,长城小区,,
大坪正街160号,万科锦程;万科中心,,
大坪正街162号,江峡大厦,,
大坪正街45号,凌云阁,,
大坪正街73号,茶亭村,,
大坪正街88号,莲花国际；穗东莲花国际,,
大坪正街98号,旧电信小区,,
大坪正街小区,大坪正街小区,,
大坪支路15号,时代新都,,
大坪支路21号,康定大厦,,
大庆村279-296号,石油南区,,
大庆村332号,大庆村石油小区；石油钻探小区,,
大圣圣瑞华府,,,
大石坝7村,大石坝7村,,
大石坝八村57号,大石坝八村,,
大石坝村50-400号,大石坝村,,
大石坝街2号,元佳广场;元佳花园,,
大石坝九村177号,绿地新都会,,
大石坝丽景苑,大石坝丽景苑,,
大石坝六村171号,大石坝六村,,
大石坝六村172号,大石坝六村,,
大石坝六村173号,大石坝六村,,
大石坝六村174号,大石坝六村,,
大石坝六村175号,大石坝六村,,
大石坝六村176号,大石坝六村,,
大石坝六村177号,大石坝六村,,
大石坝六村178号,大石坝六村,,
大石坝七村,大石坝七村,,
大石坝七村10号,大顺商厦,,
大石坝七村179号,大石坝商业综合市场,,
大石坝汽车配件市场,大石坝汽车配件市场,,
大石坝三村1号,大石坝三村,,
大石坝三村200号,大石坝三村,,
大石坝三村201号,大石坝三村,,
大石坝三村202号,大石坝三村,,
大石坝三村203号,大石坝三村,,
大石坝三村204号,大石坝三村,,
大石坝三村205号,大石坝三村,,
大石坝三村2号,大石坝三村,,
大石坝三村3号,大石坝三村,,
大石坝三村4号,大石坝三村,,
大石坝社区,大石坝社区,,
大石坝四村206号,大石坝四村;江北大石坝四村,,
大石坝四村207号,大石坝四村;江北大石坝四村,,
大石坝四村227号,大石坝四村;江北大石坝四村,,
大石坝四村228号,大石坝四村;江北区大石坝四村,,
大石坝一村,大石坝一村,,
大石坝一村333号,华润中央公园一期;华润中央公园二期;华润中央公园三期,,
大石坝一村69号,前卫江畔;前卫·江畔,,
大石坝正街5村488号,五福苑；大石坝五村五福苑,,
大石村45号,汉通大厦,,
大石村社区,大石村社区,,
大石路50号,扬子江花园；扬子江花园小区,,
大石路53号,丹桂楼,,
大水井1号,九鼎名都一期；九鼎名都SOHO公寓；九鼎名都;九鼎名都二期,,
大水井47号,,,
大水井60号,新城大厦,,
大唐广场17号,魁星楼,,
大唐世家,,,
大塘移名小区,,,
大同村16号,,,
大同村7号,大同村7号；大同村,,
大同路108号,大同路108号,,
大同路16号,女人广场,,
大同路17号,达美健力居,,
大同路19号,天伦华苑,,
大同路38号,大同方城市公寓,,
大同巷,大同巷小区,,
大同巷19号,民生大厦,,
大土村51号,大土村社区,,
大西洋国际,大西洋国际,,
大溪沟,,,
大溪沟街,,,
大溪沟街12号,华信大厦,,
大溪沟街73号,聚金大厦,,
大兴村,,,
大学城北路94号,龙湖U城一期;龙湖U城,,
大学城东路66号,融城华府,,
大学城东路72号,葛洲坝微客公馆;微客公馆,,
大学城南二路155号,城市管理职业学院教职工住宅,,
大学城南路12号,富力城时光里;富力城·时光里;富力城3D组团,,
大学城南路20号,富力城2Q组团,,
大学城南路22号,富力城河畔里,,
大学城西路36号,师大园,,
大学城中路17号,东方剑桥,,
大学城中路19号,东方剑桥二期;东方剑桥二期柔波里,,
大学城中路20号,龙湖睿城;龙湖睿城澜溪坊,,
大学城中路34号,富力城2J组团,,
大学城中路46号,富力城A组团,,
大学城中路48号,富力城B区;富力城春天里,,
大学城中路50号,富力城C区;富力城幸福里,,
大堰二村,大堰二村,,
大堰六村63号,拓创·龙城静园;龙城静园,,
大堰三村,大堰三村,,
大堰一村,大堰苑,,
大堰一至三村,,,
大杨公桥104号,俊峰龙凤云洲;龙凤云州;俊峰·龙凤华庭;龙凤华庭,,
大杨公桥106号,大川花园,,
大杨公桥37号,鑫泰花园；鑫泰文化家园,,
大有成街68号,八一大厦,,
大元广场商住楼,大元广场商住楼,,
大正大厦,大正大厦,,
大众花园,,,
大竹林金竹苑,大竹林金竹苑,,
大竹林商业中心,大竹林商业中心,,
大足六顺花园,,,
大足龙宇丽景,,,
代家巷2号,代家巷小区,,
戴家巷,戴家巷,,
戴斯大酒店,,,
戴斯圣洁温泉酒店,,,
丹景路10号,海韵楼,,
丹景路14号,变维大厦,,
丹景路6号,金色家园,,
丹景园,丹景苑,,
丹龙路10号,江南世家,,
丹龙路16号,第一江岸；骏逸第一江岸;骏逸第一江岸二期,,
丹龙路18号,东原亲亲里;东原亲亲里三期,,
丹龙路1号,城市江山;昌龙城市江山,,
丹龙路26号,骏逸天下,,
丹龙路2号,江山多娇,,
丹龙路7号,南湾江上,,
丹龙路88号,芸峰天梭派；天梭派;芸峰天梭派一区;天梭派二区,,
丹龙路8号,江山多娇滨江花园,,
丹龙南路6号,宽庭优室,,
丹阳小区,丹阳小区一区;丹阳小区二区,,
单巷子147号,,,
单巷子148号,,,
单巷子149号,,,
单巷子66号,,,
单巷子88号,康德国际,,
弹子石新街31号,宏声阳光绿洲;阳光绿洲,,
弹子石新街57号,紫光学苑;紫光学园,,
弹子石新街58号,弹子石新街小区,,
弹子石新街59号,富力现代广场;富丽现代广场,,
党校集资房,党校家属区,,
稻香路6号,伴山名居,,
得胜村10号,,,
得胜村11号,,,
得胜村12号,,,
得胜村13号,,,
得胜村14号,,,
得胜村15号,,,
得胜村16号,,,
得胜村17号,,,
得胜村18号,,,
得胜村19号,,,
得胜村20号,,,
得胜村21号,,,
得胜村4号,,,
得胜村5号,,,
得胜村6号,,,
得胜村7号,,,
得胜村8号,,,
得胜村9号,,,
得胜街,,,
徳艺大厦,,,
德高名仕城,,,
德兴里10号,渝海花园,,
德兴里11号,德兴里小区,,
德兴里13号,德兴里小区,,
德兴里14号,德兴里小区,,
德兴里15号,德兴里小区,,
德兴里16号,德兴里小区,,
德兴里17号,德兴里小区,,
德兴里18号,德兴里小区,,
德兴里20号,德兴里小区,,
德兴里2号,德兴里小区,,
德兴里3号,德兴里小区,,
德兴里4号,德兴里小区,,
德兴里5号,德兴里小区,,
德兴里6号,渝海城,,
德兴里7号,德兴里小区,,
德兴里9号,德兴里小区,,
邓袁山庄,,,
堤坎路73号,华宇小泉微villa,,
地产大厦,地产大厦,,
地母亭,地母亭,,
地税局家属院,,,
地王广场,地王广场,,
帝都红旗广场,红旗广场,,
帝国大厦,,,
帝豪南城国际,帝豪南城国际;南城国际,,
帝豪香奈尔,,,
帝豪怡庭,帝豪怡庭小区,,
帝景丽苑,,,
帝景名苑别墅,,,
帝景摩尔,帝景摩尔,,
帝琴花园,,,
帝庭轩,,,
第三设计院家属区,,,
第一书香,,,
典汇越美郡,,,
典雅二,红石村89-90号,,
典雅二期,典雅二期,,
典雅花溪半岛,典雅·花溪半岛,,
典雅象牙海岸,,,
点金苑,点金苑,,
点金苑江岸丽水,江岸丽水,,
电测村11号,电测村,,
电测村12号,电测村,,
电测村13号,电测村,,
电测村331号,静苑楼小区；静苑（江北）,,
电大家属区,,,
电力二村,电力二村,,
电力街小区,元方12号楼,,
电力局集资房,,,
电力局家属楼,五里店,,
电力三村,,,
电力小区,电力小区（沙坪坝）;电力小区,,
电力小区,电力小区（沙坪坝）;电力小区,,
电力新村,,,
电视塔村13号,电视塔村,,
电视塔村14号,电视塔村,,
电视塔村15号,电视塔村,,
电视塔村16号,电视塔村,,
电视塔村21号,电视塔村,,
电视塔村23号,电视塔村,,
电视塔村26号,电视塔村,,
电视塔村27号,电视塔村,,
电视塔村28号,电视塔村,,
电视塔村29号,电视塔村,,
电视塔村30号,电视塔村,,
电视塔村43号,电视塔村,,
电视塔村44号,电视塔村,,
电视塔村47号,电视塔村,,
电视塔村48号,电视塔村,,
电视塔村49号,电视塔村,,
电视塔村50号,电视塔村,,
电视塔村52号,电视塔村,,
电视塔村53号,电视塔村,,
电视塔村5号,电视塔村,,
电视塔村6号,电视塔村,,
电视塔村8号,信康花园,,
电台村,电台村,,
电台村1号,,,
电台村20号,电台村20号,,
电台村2号,,,
电台村4号,宏华园；宏华苑小区；宏华苑,,
电台巷,小龙坎电台巷；电台集资房,,
电线住宅小区,电线住宅小区,,
电信大厦,电信大厦,,
电信局家属区,,,
电仪村69号,金地花园,,
电仪村80号,万科兴城;万科新城,,
电仪村小区,电仪村小区,,
叠盈花园,叠盈花园,,
丁香路11号,同景国际城D组团 ;中国铁建·山水时光,,
丁香路1号,同景国际城迈上;同景国际城W组团,,
丁香路200号,龙塔花园;龙塔小区,,
丁香路201号,天宫殿201号,,
丁香路6号,同景国际城G组团;同景国际城香溪美岸,,
丁香路8号,中铁山水天下,,
丁香路8号,华宇北城雅郡,,
鼎山大道468号,祥瑞水木年华湖上;水木年华湖上;祥瑞云鼎阳光,,
鼎新小区,,,
鼎雅心语居,鼎雅心语居,,
东邦时代,,,
东部新城,,,
东部新城89号,东城中央,,
东朝尚都,,,
东城上景,,,
东都花园,,,
东方佳苑,,,
东方山水,,,
东方山水森林别墅,,,
东方水岸,,,
东方雅园,东方雅园;东方雅苑,,
东方之骄,,,
东风新二村8号,上佳双子鑫座;双子鑫座,,
东海岸,东海岸;东海岸聚点,,
东海长洲,东海长洲C区;东海长洲A区；东海星洲;东海长洲;东海长洲B区,,
东海港湾,东海港湾,,
东湖南路108号,东湖雅苑,,
东湖南路333号,中渝爱都会,,
东环路48号,五岳国际公寓,,
东江美景,东江美景江津东部新城,,
东科家具城,,,
东科兰乔圣菲,,,
东林大道4号,远林雅宇豪苑,,
东林大道52号,璧秀苑,,
东林大道8号,学府居,,
东林雅苑,,,
东原碧云天,,,
东原嘉阅湾,,,
东原星樾,东原星樾;东原星樾二期一组团,,
东正街1号,,,
东正街2号,,,
东正街3号,,,
东正街4号,,,
东正街5号,,,
动力国际,动力国际,,
栋梁三路22号,水语华庭;水语华庭一期,,
都汇里,都汇里,,
都历村7组1002号,兴茂山水国际;北山大道;山水国际,,
都市花园,,,
都市花园东路18号,法院小区；法院小区（沙坪坝）,,
都市花园东路2号,临江苑；临江苑(一至二期）,,
都市花园东路66号,沙龙花园,,
都市花园西路10号,都市花园西路小区,,
都市花园西路9号,华宇都市家园,,
都市花园中路101号,金都花园,,
都市花园中路102-4,天鑫花园,,
都市花园中路66号,覃家岗小区,,
都市花园中路68号,时代YOHO,,
都市花园中路76号,扬名居,,
都市商场,,,
都市商城,都市商城,,
都市庭园,都市庭院,,
斗十千溯园,,,
读书一村16号,读书一村,,
读书一村17号,读书一村,,
读书一村18号,读书一村,,
读书一村19号,读书一村,,
读书一村20号,读书一村,,
读书一村21号,读书一村,,
读书一村22号,读书一村,,
读书一村23号,读书一村,,
读书一村24号,读书一村,,
读书一村25号,读书一村,,
读书一村26号,读书一村,,
读书一村27号,读书一村,,
读书一村28号,读书一村,,
读书一村29号,读书一村,,
读书一村30号,读书一村,,
读书一村31号,读书一村,,
读书一村32号,读书一村,,
读书一村33号,读书一村,,
读书一村34号,读书一村,,
杜松路37号,劲力五星城;劲力五星城二期,,
渡南一路2号,东海假日花园,,
敦厚街36号,和泓南山道,,
朵力西城星座,朵力名都三期;朵力西城名都星座,,
峨岭正街,峨岭正街,,
鹅公岩大厦,鹅公岩大厦,,
鹅岭正街111号,国盛宏岭高地；红岭高地,,
鹅岭正街168号,鹅岭山庄,,
鹅岭正街68号,鹅岭正街68号,,
鹅岭正街小区,鹅岭正街小区,,
儿院小区,儿院小区,,
二安家属区,,,
二府衙41号,中驰半岛熙景阁,,
二号站小区,二号站,,
二普小区,二普小区,,
二塘街2号,南塘源;南塘苑,,
二塘路79号,保利观塘;保利观塘小区;保利观塘小区一期A组团,,
二支路小区,,,
发顺锦江金都,,,
法蓝西,法蓝西洋楼,,
法蓝西莊邸,法蓝西莊邸二期;法蓝西庄邸;法兰西莊邸,,
法蓝西莊邸枫丹里,法蓝西莊邸枫丹里,,
法院附属集资房,,,
法院集资房,,,
法院小区,中级法院集资房,,
凡阁SOCO,凡阁SOCO,,
繁华纪,,,
方圆小区,方圆小区,,
芳草地城市先锋,芳草地城市先锋,,
芳草地二期,芳草地二期,,
芳草地欧式景观园,芳草地欧式景观园;芳草地,,
芳菲苑,芳菲园,,
防暴队家属院,,,
放牛巷15号,放牛巷小区;放牛巷,,
放牛巷16号,放牛巷小区;放牛巷,,
放牛巷17号,放牛巷小区;放牛巷,,
放牛巷18号,放牛巷小区;放牛巷,,
放牛巷19号,放牛巷小区;放牛巷,,
放牛巷20号,放牛巷小区;放牛巷,,
放牛巷42号,放牛巷小区;放牛巷,,
飞达小区,飞达小区,,
飞湖路163号,金天园林,,
飞湖路63号,飞湖路63号,,
飞湖路86号,飞湖路86号,,
飞湖路小区,飞湖路小区,,
飞马林田,飞马林田,,
丰达住宅楼,丰达住宅楼,,
丰华园,丰华园,,
丰华苑,丰华苑,,
丰盛路8号,国盛龙腾丰文C区,,
丰收小区,,,
丰文大道8号,国盛龙腾丰文D区,,
丰业御景铭洲,御景铭洲;丰业御景名洲;御景铭州,,
丰源丽景,丰源丽景,,
风光花园,风光花园,,
风临路1号,金辉融侨半岛风临洲A区,,
风临路21号,融侨城花样派;融侨城二期花样派,,
风临路6号,金辉融侨半岛风临洲B区,,
风清苑,风清苑,,
风情100国际公寓,,,
枫丹路106号,南国大厦;税务南国大厦,,
枫丹路199号,枫丹园;枫丹苑,,
枫丹韵绿堡,枫丹韵绿堡,,
枫山秀景,枫山秀景,,
蜂巢小区,蜂巢小区;蜂巢,,
冯时路353号,,,
冯时路355号,,,
冯时路357号,,,
冯时路359号,,,
冯时路361号,,,
冯时路363号,,,
冯时路365号,,,
冯时行路310号,沿海赛洛城二期,,
冯时行路800号,沿海赛洛城;沿海赛洛城一期,,
凤城大院,,,
凤凰村59号,,,
凤凰村85号,金星凤凰小区；凤凰小区,,
凤凰路5号,一城幸福时光,,
凤岭路31号,光宇·阳光岭秀；光宇阳光岭秀;阳光岭秀,,
凤鸣家园,,,
凤鸣路66号,唐庄,,
凤鸣山300号,万科金色悦城,,
凤鸣山40号,幸福雅舍；欣光家园（幸福雅舍）,,
凤鸣山西物市场38号,凤桥大厦,,
凤鸣阳光小区,凤鸣阳光小区,,
凤栖路6号,盈田SOHO公寓,,
凤天大道108号,欣怡佳苑;凤天欣怡佳苑,,
凤天大道110号,书香美舍,,
凤天大道111号,芳草地翠庭苑,,
凤天大道113号,龙洞湾花园,,
凤天大道120号,欣光花苑,,
凤天大道124号,巨东青春华庭；华龙小区;青春华庭,,
凤天大道126号,布克公馆,,
凤天大道12号,国税花园,,
凤天大道141号,筑梦庭,,
凤天大道143号,缘份庭,,
凤天大道146号,凤鸣山水国际,,
凤天大道149号,凤天竹园；凤天俊园;风天俊园,,
凤天大道154号,凤鸣戎苑,,
凤天大道155号,凤凰花苑;凤凰花园,,
凤天大道15号,凤天家园,,
凤天大道169号,华宇城,,
凤天大道17号,凤天花园,,
凤天大道18号,月光大酒店,,
凤天大道25号,环卫大厦,,
凤天大道小区,,,
凤天锦园,凤天锦园,,
凤天路126号,怡润居,,
凤天路139号,凤林戎居,,
凤天路20号,凤天路小区,,
凤天世纪家园,,,
凤园路小区,,,
凤中路小区,,,
伏牛溪正街36号,长征厂,,
服装城大道41号,富宏苑;富宏园,,
服装城大道48号,绣色;国际家纺城;重庆国际家纺城;重庆国际家纺城绣色,,
浮图关小区,浮图关小区;大坪浮图关小区,,
涪陵金科黄金海岸,金科黄金海岸,,
涪陵桥南路777号,澳海水岸南山；澳海水岸蓝山,,
涪陵人民东路小区,,,
福畅路1号,爱加橄榄园;爱加橄榄园2号;爱家橄榄园,,
福畅路2号,爱加欧郡二期；爱加欧郡2期,,
福红路,,,
福红路10号,南坪东路福利社,,
福红路15号,左岸阳光,,
福红路19号,南坪东路五小区;五小区,,
福红路21号,福红路21号,,
福红路28号,明利花园,,
福红路36号,园丁园；南岸园丁园,,
福红路4号,福红新苑,,
福红路58号,洋世达阳光汇,,
福慧路46号,光华可乐小镇A区；光华可乐小镇；可乐小镇,,
福居路12号,光华可乐小镇B区,,
福来路11号,光华可乐小镇C区,,
福利社安居工程小区,安居工程,,
福利社小区,福利社小区,,
福民路30号,蓝光COCO时代四、五期,,
福民路38号,国际社区观园,,
福民路39号,国际社区江御二期,,
福明家园（渝北）,福明家园,,
福宁村1号,爱华嘉园,,
福宁花园,福宁花园;福临花园,,
福寿路2号,山与城;山与成3期;复地山与城;复地云岭处,,
福星楼,名苑小区福星楼,,
辅仁路18号,明发江南丽景;江南丽景,,
辅仁路19号,城南世家,,
辅仁路2号,云立家天下,,
辅仁路4号,云天锦绣前程；锦绣前程,,
辅仁路6号,明发尚都国际,,
辅仁路8号,康德国会山,,
辅仁小区,,,
辅向路6号,明发江南世家,,
辅向路8号,江南香郡;明发江南香郡,,
妇幼保健院家属院,,,
复地别院,复地别院,,
复地城就,复地城就,,
复地花屿城,复地花屿城,,
复地上城,复地上城一期;复地上城二期;复地上城三期;复地上城四期;复地上城五期,,
复地天玺,复地天玺,,
复地新城就,复地新城就;复地新城就八期,,
富城大厦,富城大厦,,
富城路88号,南城名居,,
富城路90号,南城山水,,
富春花园,富春花园,,
富华路29号,雍江翠璟;重庆天地雍江翠璟;新天地雍江翠璟;雍江翰林,,
